Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
2210012G02Rik,0.074412,-0.396144,0.146613,0.270638
Gnai3,0.125882,-0.525801,0.146478,0.270585
Abi2,0.142941,-1.070483,0.146379,0.270568
Ndufaf4,0.063824,0.1365,0.146069,0.270339
Polr2a,0.105588,-0.289556,0.145993,0.270345
Sfr1,0.184706,0.084236,0.145874,0.270307
Lrig2,0.086176,-1.690369,0.145442,0.269957
Mettl16,0.028824,-0.02786,0.145405,0.270002
Ipmk,0.107059,-0.466379,0.14529,0.269969
Ankrd27,0.07,-1.362416,0.145092,0.269852
Upf3b,0.059706,-0.811006,0.145,0.269842
Fancl,0.013824,-0.552702,0.144476,0.269399
Mrps6,0.036176,0.059373,0.144191,0.269196
Mrpl32,0.088529,-0.070741,0.144187,0.269273
Phrf1,0.086765,0.135186,0.144105,0.269272
Pbxip1,0.254412,-0.432741,0.144074,0.269324
0610010K14Rik,0.111176,-0.295652,0.143541,0.268872
Mapk8ip3,0.076765,-0.313301,0.143503,0.268915
Slc35b2,0.160588,-0.519328,0.143462,0.268955
Med11,0.080882,0.023295,0.14335,0.268925
Tmx1,0.198529,-0.798597,0.143275,0.268932
Dynll1,0.172353,-0.153341,0.143001,0.268738
Fam53a,0.045882,0.260805,0.14297,0.268789
Riok3,0.105,-0.371694,0.142743,0.268643
Mcfd2,0.437941,-0.076989,0.142684,0.268666
Acat1,0.104412,-0.911793,0.142586,0.268649
Pdlim2,0.034118,-0.411309,0.142577,0.268722
Atp13a2,0.202059,-0.124599,0.142321,0.268547
Casd1,0.158529,-0.428398,0.142251,0.268558
Otud4,0.076176,-0.39043,0.142024,0.268413
Apobec1,0.154706,-0.637101,0.141998,0.268468
Tmod1,0.027941,0.411854,0.141682,0.268233
Irak2,0.115294,-0.02786,0.141457,0.268089
Mon2,0.157647,0.31662,0.141169,0.267882
Bbx,0.119706,-0.647098,0.140699,0.267493
Tti1,0.076471,-0.868478,0.139811,0.266687
Ptplad1,0.208824,-0.200921,0.139451,0.266408
Slk,0.155,-0.273059,0.13931,0.266348
Phyh,0.065,-0.025203,0.139101,0.26622
Slx4,0.024706,1.393841,0.13799,0.265191
Srpr,0.207941,-0.468697,0.137977,0.265259
Runx1,0.390882,-0.578379,0.137797,0.26516
Usp36,0.043529,-0.148673,0.137756,0.2652
Cbr1,0.127353,-0.78671,0.137477,0.265002
Mast2,0.055294,-0.532802,0.137463,0.265069
Elf4,0.158529,-0.758364,0.1374,0.265087
Trappc3,0.052647,-0.112695,0.137284,0.265052
Akt1,0.218529,0.121292,0.136854,0.264703
1700020I14Rik,0.148235,-0.479982,0.136851,0.264781
Rit1,0.073824,-0.185385,0.13676,0.264771
Atp6ap2,0.440294,-0.652501,0.136277,0.264369
Ubxn6,0.085294,-0.540592,0.136257,0.264429
Ppme1,0.045588,-0.489966,0.136135,0.264388
Qrich1,0.068529,-0.125333,0.135955,0.264289
Ric8,0.070588,-0.717376,0.135806,0.264221
Glod4,0.050588,0.653625,0.135735,0.264232
Rgs1,0.065882,0.390929,0.135598,0.264175
Pldn,0.079706,-0.307672,0.135395,0.264053
Srsf2,0.188824,-0.035036,0.13536,0.264099
Kdm3a,0.088824,-0.20677,0.135338,0.264158
Dlgap4,0.185294,-0.60306,0.135117,0.264017
Cbx5,0.062059,-0.934941,0.135,0.263982
Pnn,0.127647,-0.292965,0.134905,0.263967
Tmem66,0.693235,0.02797,0.134802,0.263944
Anp32b,0.135,-0.085576,0.134432,0.263656
Tmed7,0.519706,-0.195236,0.134409,0.263713
Dusp22,0.043529,-0.622604,0.13431,0.263695
Zc3h7a,0.114706,-0.307763,0.133956,0.263422
Ndufs7,0.153235,-0.148783,0.133572,0.263118
Naip6,0.023235,0.051743,0.133407,0.263034
Herpud2,0.122353,0.213671,0.133368,0.263076
Txlna,0.097941,0.045041,0.133277,0.263065
Dhx40,0.022647,0.293096,0.132949,0.262818
2310036O22Rik,0.176471,-0.425313,0.132851,0.262801
B3galtl,0.078529,-0.309871,0.132756,0.262786
Rnf31,0.035294,-0.945645,0.132574,0.262685
Tmem129,0.06,-1.140024,0.132459,0.26265
Cdca4,0.075,-0.461952,0.132304,0.262576
Zfp830,0.035,0.537057,0.13218,0.262532
Pja2,0.098235,-0.332574,0.132119,0.262552
Hnrnph3,0.060882,-0.306936,0.132067,0.26258
Tlcd2,0.017353,0.375584,0.132036,0.26263
Parg,0.061176,-0.583075,0.1319,0.262575
Gfer,0.072941,0.455195,0.131541,0.262295
Sumf1,0.144118,0.085149,0.131493,0.262328
Oaz1,0.355294,-0.064368,0.13146,0.262376
Psmc1,0.152353,-0.592389,0.13143,0.262426
Tada1,0.041176,-1.049393,0.131384,0.262461
Aco2,0.097059,-0.091417,0.131248,0.262405
Tbc1d20,0.112059,0.269542,0.131201,0.262439
Tmem39a,0.067353,-0.597851,0.131054,0.262372
Rab35,0.136176,-0.445477,0.130958,0.262356
Alg11,0.059412,-0.196893,0.130574,0.262052
Rin2,0.473235,-0.116083,0.130383,0.261941
Sypl,0.310588,-0.146343,0.130008,0.261647
Psma5,0.181176,-0.755344,0.12992,0.261639
Sh3glb1,0.638529,-0.232591,0.129919,0.261719
Bax,0.076765,-0.509443,0.129862,0.261742
Thoc7,0.098235,-0.585958,0.129586,0.261546
App,0.378824,-0.339083,0.129466,0.261506
Mfap1a,0.047647,0.015674,0.12945,0.26157
1110014N23Rik,0.066176,-0.659891,0.12927,0.261471
Gm15344,0.155588,-0.615249,0.128844,0.261125
Sgce,0.253824,-0.110683,0.128817,0.261178
Zfp655,0.043235,0.889678,0.128662,0.261103
Sh2b1,0.061471,-0.415965,0.128454,0.260975
Pfdn4,0.047941,-0.24998,0.128295,0.260897
Atp2a2,0.327647,-0.247912,0.128156,0.260838
Spg20,0.111765,-0.499489,0.128117,0.260878
Rbm8a,0.088824,-0.308411,0.128059,0.2609
Rod1,0.392941,-0.110873,0.127972,0.260894
Nans,0.047647,-1.081623,0.12779,0.260791
Nbr1,0.157941,0.039308,0.127697,0.260779
Tmem161a,0.046176,-0.140731,0.127584,0.260746
Olfml2b,0.057059,-0.745583,0.127448,0.26069
Ccdc85b,0.031765,0.077075,0.12704,0.260362
Hsph1,0.115294,-1.014563,0.126769,0.260171
Stx16,0.050882,-0.063507,0.126343,0.259825
Ufc1,0.105588,0.257011,0.126281,0.259843
Ttbk2,0.035588,-0.563339,0.12627,0.259911
Derl2,0.170294,-0.790869,0.126249,0.25997
Thrap3,0.152059,-0.374703,0.126038,0.259839
Kifap3,0.040882,0.327731,0.125774,0.259655
1110005A03Rik,0.048235,0.013569,0.125698,0.259659
Rnpepl1,0.081176,0.352794,0.125483,0.259524
Snapin,0.126176,-0.763125,0.125427,0.259548
Vps35,0.390882,-0.066405,0.125356,0.259557
Tpr,0.157353,0.64815,0.125283,0.259563
Zranb2,0.136176,-0.268019,0.12478,0.25914
Rbmxrt,0.072941,-0.203371,0.124748,0.259188
Cyp27a1,0.048235,-0.503222,0.124724,0.259244
Arfrp1,0.068824,-1.016035,0.124723,0.259323
Idh3a,0.044118,0.879268,0.124687,0.259366
Isca1,0.078824,-0.519882,0.124684,0.259443
Gm13476,0.098529,0.2513,0.124582,0.259421
Crot,0.078824,-0.664271,0.124531,0.259449
Srrd,0.058824,0.765535,0.124077,0.259075
Slc35a5,0.152941,-0.156983,0.123958,0.259036
Aifm1,0.035882,-0.29142,0.123882,0.259039
Golph3,0.117353,-0.710251,0.123776,0.259013
Neu1,0.156765,-0.618699,0.123501,0.258818
Rad23a,0.113529,-0.57067,0.123389,0.258785
Ube4b,0.09,0.493438,0.122912,0.258388
Fam195b,0.125588,-0.098775,0.122783,0.258339
Krtcap2,0.256176,-0.220321,0.122323,0.257958
Usp1,0.053529,-0.061123,0.122011,0.257725
Cdc37l1,0.054118,-0.85871,0.121995,0.257789
1700021K19Rik,0.074706,-0.781683,0.121672,0.257546
Vps25,0.151765,-0.179265,0.121651,0.257604
C2cd2l,0.062353,-1.252102,0.121637,0.25767
1190007F08Rik,0.064412,-0.51656,0.121335,0.257447
Rab40c,0.067647,-0.99116,0.121334,0.257526
Aup1,0.233529,-0.04281,0.121269,0.25754
Immp1l,0.032353,0.390452,0.121143,0.257493
l7Rn6,0.035882,0.149152,0.121143,0.257573
Impad1,0.092353,-0.292734,0.121082,0.257591
Amz2,0.03,-1.033108,0.120694,0.257282
Xpnpep1,0.040294,0.273089,0.120659,0.257327
Tm7sf3,0.108824,0.101481,0.120533,0.257281
Saal1,0.026176,-0.321843,0.120291,0.257117
Fam117b,0.188235,-0.484341,0.120262,0.257169
Ubr4,0.110294,-0.317905,0.120107,0.257092
Zfp260,0.097647,0.122259,0.120038,0.257103
Rexo4,0.066471,-0.344361,0.119551,0.256695
Seh1l,0.043235,0.261646,0.119526,0.256749
Haus5,0.184118,-0.880628,0.119374,0.256676
Rassf8,0.031765,-0.168038,0.119322,0.256704
Nagpa,0.193529,-0.146277,0.119259,0.25672
Pcf11,0.098235,-1.092311,0.119243,0.256783
Syncrip,0.218824,0.064293,0.11915,0.256769
AI314180,0.083235,-0.66884,0.119026,0.256725
Acox3,0.165294,0.037386,0.118932,0.25671
Mocs2,0.082647,-0.204432,0.118758,0.256614
Rps4y2,0.041176,-0.414678,0.118637,0.256573
Trp53inp1,0.069118,-0.815736,0.118427,0.256442
Mrfap1,0.413235,-0.083296,0.118229,0.256323
Alkbh1,0.054412,-0.699419,0.118071,0.256244
Gatc,0.101765,-0.536577,0.118045,0.256298
Fam168b,0.188529,-0.065954,0.117804,0.256136
Ptdss2,0.055,-0.255501,0.117655,0.256065
Ncl,0.568824,-0.349008,0.117622,0.256111
Aasdhppt,0.026765,-0.427905,0.117611,0.25618
Flcn,0.135588,-0.309302,0.117574,0.256221
Pigm,0.087059,-1.248208,0.11736,0.256087
Smad2,0.093529,-0.223533,0.117298,0.256104
Eif2b1,0.059118,-0.731627,0.117292,0.256176
Ankhd1,0.101765,-0.636882,0.11703,0.255994
Rnf121,0.052353,-0.643771,0.117005,0.256047
Stat5b,0.069706,0.020034,0.116754,0.255876
Prorsd1,0.106471,0.106903,0.116598,0.255799
Entpd7,0.045882,-0.570797,0.116295,0.255574
Mff,0.141471,-0.117929,0.116284,0.255642
Brwd1,0.107353,-0.245162,0.116191,0.255628
Zfp768,0.033235,-0.740289,0.115831,0.255347
Parp12,0.096765,-0.078771,0.115751,0.255346
Tmem188,0.131765,-0.540765,0.115617,0.25529
Man1b1,0.112647,-0.31461,0.11557,0.255322
Tmem192,0.056176,-0.723099,0.115232,0.255063
Araf,0.106176,0.200293,0.115198,0.255108
Usp7,0.176765,-0.194688,0.114841,0.25483
Tmub2,0.128824,-0.483393,0.114663,0.254731
Afg3l1,0.053529,-0.152271,0.11461,0.254757
Phkb,0.057059,-1.244389,0.114525,0.25475
Il1a,0.061471,-0.921201,0.114177,0.254481
Osbpl2,0.095588,0.080123,0.114083,0.254466
Chchd2,0.473529,-0.289501,0.113932,0.254393
2810025M15Rik,0.100588,-0.300488,0.113837,0.254376
Edem1,0.367647,-0.138338,0.113184,0.253802
Rnf10,0.067059,-0.557984,0.113178,0.253875
Slc4a1ap,0.035,-1.603424,0.113082,0.253857
Ubap1,0.107941,-0.568733,0.113012,0.253867
Mis12,0.051176,0.116939,0.112274,0.253207
Pa2g4,0.181765,-0.508764,0.112254,0.253266
Hsf1,0.046176,0.060903,0.112243,0.253333
Dcun1d5,0.125,-0.248305,0.112188,0.253357
Rapgef1,0.162647,-0.089349,0.111941,0.253188
Smek1,0.061176,-0.409046,0.111361,0.252687
Fbxl4,0.051176,-0.856094,0.11135,0.252755
Nme3,0.091765,0.175917,0.111328,0.252811
Mrpl30,0.089412,0.115416,0.110982,0.252543
Gapvd1,0.200882,-0.1829,0.11097,0.25261
Opa1,0.066176,0.59561,0.11078,0.252498
Mrps14,0.136176,-0.774979,0.110696,0.252492
Stk40,0.126471,-1.215791,0.110637,0.252512
Bach1,0.200294,0.134697,0.11059,0.252543
Srek1,0.042353,-0.293569,0.110279,0.252311
Sfxn1,0.075294,-0.179353,0.110221,0.252331
Tes,0.075294,-0.741773,0.11005,0.252238
Ptms,0.373529,-0.202526,0.109777,0.252044
Hnrnpc,0.299412,-0.336192,0.109515,0.25186
B230208H17Rik,0.107647,-0.454919,0.109513,0.251936
Tars,0.133529,-1.226402,0.109436,0.251937
Nup133,0.046765,-0.598278,0.109377,0.251957
Ogdh,0.080588,-0.56563,0.109341,0.251999
Slc15a4,0.222941,-0.751098,0.109309,0.252046
Pdia6,0.563529,-0.003141,0.109137,0.251952
2610021A01Rik,0.007647,1.52384,0.108877,0.25177
Bcl10,0.149706,-0.494224,0.108775,0.251747
Pf4,0.024412,-0.636187,0.10863,0.251679
Ndel1,0.085882,-0.392078,0.10853,0.251658
Actr8,0.063529,-0.102746,0.107959,0.251165
Osgep,0.127353,-0.736437,0.10795,0.251235
Fkbp15,0.179118,-0.082946,0.107587,0.250949
Orc2,0.042941,-0.380583,0.107436,0.250877
Pdap1,0.120294,-0.360179,0.10699,0.250509
Fos,0.009706,0.488008,0.106739,0.250335
Brf1,0.057353,-0.54655,0.106618,0.250292
Ints5,0.041471,-1.500234,0.106235,0.249988
Neil1,0.012941,0.127418,0.106206,0.250037
1700052N19Rik,0.012353,1.439645,0.106205,0.250114
2610101N10Rik,0.168529,-0.082502,0.106204,0.250191
Cmas,0.076471,-0.168038,0.106122,0.250187
Gpd1l,0.085,-0.484983,0.106044,0.250187
Fam108a,0.127647,-1.046946,0.105964,0.250186
Mrrf,0.011765,0.831962,0.105672,0.249971
1110054O05Rik,0.126176,-0.793931,0.105561,0.249938
Rpp30,0.055,-1.071076,0.1053,0.249755
Nfkb1,0.260882,-0.5472,0.105261,0.249794
Fam122b,0.013824,0.135354,0.10514,0.249751
Sos2,0.05,0.329462,0.105073,0.249762
Ghdc,0.066765,-0.136605,0.104997,0.249764
Usp19,0.092647,-0.145318,0.104618,0.249463
R3hdm1,0.059706,-0.204017,0.104403,0.249326
Dym,0.076765,-0.162521,0.104104,0.249104
Mina,0.01,0.066427,0.104077,0.249155
Pan3,0.140294,-0.065883,0.103709,0.248865
Sh3bp2,0.057941,-1.00873,0.103663,0.248897
Ssbp4,0.103235,-0.356579,0.103579,0.248891
Pfdn1,0.075588,-0.964209,0.103567,0.248957
Gne,0.023235,-0.012387,0.103545,0.249012
Naf1,0.037647,-0.810486,0.103526,0.249071
Ankfy1,0.126765,-0.112227,0.10347,0.249093
Zfpm1,0.082353,-0.331537,0.103378,0.249079
Gtf2h5,0.086471,-0.301621,0.103253,0.249032
Setx,0.073235,0.166581,0.103115,0.248971
Akap10,0.081765,-0.827547,0.10304,0.248974
Mmgt2,0.074118,-0.787766,0.102993,0.249004
Gramd1a,0.122353,-0.283515,0.102607,0.248696
4930455F23Rik,0.012941,0.230511,0.102484,0.248651
Gamt,0.015588,0.351969,0.102484,0.248729
Rnf115,0.069118,0.277373,0.102415,0.248737
Golph3l,0.068824,-0.337963,0.102362,0.248762
Chd8,0.125588,0.042237,0.102303,0.24878
Gadd45gip1,0.087059,-0.377491,0.102171,0.248726
Nxt2,0.08,-0.372858,0.101857,0.24849
Msh5,0.031176,-0.941762,0.101846,0.248556
Ccl2,0.015,-0.140024,0.101425,0.248213
Amfr,0.303235,-0.183513,0.101226,0.248091
Tmem55a,0.056765,-0.95314,0.10105,0.247992
4933424B01Rik,0.036765,-0.461397,0.100897,0.247917
Lbx2,0.029706,0.151031,0.100897,0.247994
Fgfr1op,0.041765,-0.251696,0.10084,0.248015
Dock11,0.106765,-0.086901,0.100576,0.247828
Cog8,0.128235,-0.343765,0.100485,0.247815
Srsf10,0.090588,-0.457545,0.100428,0.247835
Psmd6,0.139412,-0.223891,0.100278,0.247763
Gpr180,0.039706,0.355059,0.100197,0.247759
AF251705,0.801471,-0.197454,0.100141,0.24778
Rnf19a,0.047647,-0.530608,0.100104,0.247821
Rhoa,0.38,-0.22034,0.100097,0.247891
Psma1,0.177353,-0.30602,0.099891,0.247763
Dnajc9,0.054706,-1.662803,0.099861,0.247887
Gtf2ird1,0.032647,1.156487,0.099861,0.24781
Lrrc8a,0.190588,-0.378605,0.09985,0.247954
Eif3g,0.120588,-0.161017,0.099565,0.247746
Rnf126,0.037647,-0.360683,0.099368,0.247626
1110067D22Rik,0.020588,-1.049393,0.099313,0.247649
Etf1,0.200294,-0.230821,0.099242,0.247655
Ergic2,0.111471,-0.505273,0.099038,0.247528
Sft2d1,0.577353,-0.14978,0.098987,0.247554
Rai1,0.073235,-0.806112,0.098832,0.247476
Ambra1,0.046765,0.088935,0.098634,0.247355
Chka,0.057059,-0.501164,0.098327,0.247125
Zfp420,0.02,1.011286,0.09826,0.247136
2610024G14Rik,0.034706,-1.050681,0.097883,0.246836
Ctr9,0.047353,0.187546,0.097745,0.246776
Rnf130,0.940882,-0.204113,0.097724,0.246831
Farsb,0.089412,-0.438685,0.097611,0.246796
Ubac2,0.086765,0.174285,0.097577,0.246839
Wdr74,0.039118,-0.731467,0.097488,0.246827
Tdrd7,0.056471,-0.524182,0.097413,0.246828
Pou6f1,0.017647,-0.753,0.097208,0.246701
Grcc10,0.034118,0.163806,0.097094,0.246741
Tsga10,0.036176,0.264487,0.097094,0.246664
Pik3ca,0.188235,-0.295209,0.096839,0.246563
Wdr55,0.024706,0.194532,0.096699,0.2465
Abcd4,0.021765,-0.51951,0.096683,0.246561
Sec16a,0.115882,-0.397772,0.096646,0.246601
1200011M11Rik,0.034118,-1.502457,0.096586,0.246695
2300009A05Rik,0.041765,-1.794223,0.096586,0.246618
Acaa2,0.026176,-1.321843,0.096586,0.246771
Zfp512,0.039412,-1.47924,0.096155,0.246418
Zfand2b,0.026765,1.301447,0.096069,0.246409
Map3k7,0.104412,-0.651028,0.096038,0.246455
Tmcc3,0.390882,0.079718,0.096028,0.246522
Atg7,0.040882,0.413461,0.0958,0.24637
Hsd3b7,0.063529,-0.12851,0.095538,0.246186
Dpy30,0.072941,-0.099866,0.095381,0.246105
B4galt7,0.032941,-1.805468,0.095296,0.246097
Hspa13,0.097941,-0.112788,0.095016,0.245894
Tmem167,0.13,-0.312084,0.094817,0.245772
Fam158a,0.040882,-0.614554,0.094732,0.245763
Dhx15,0.236176,-0.026131,0.094685,0.245793
Esr1,0.01,-0.34861,0.094588,0.245773
Ube2k,0.213529,-0.584401,0.094131,0.245393
Sin3a,0.087941,-1.144112,0.094105,0.245443
Ate1,0.083235,-0.301469,0.094059,0.245475
Prkar1a,0.499118,-0.233251,0.093882,0.245374
Fam73a,0.053529,0.473915,0.093298,0.244867
Kremen1,0.037647,-1.41315,0.093152,0.244797
Cldn25,0.240294,-0.382799,0.093075,0.244797
Ppp2r5d,0.022941,-0.698553,0.093021,0.24482
D17H6S53E,0.037059,-0.590729,0.092771,0.244723
Top3a,0.034118,0.277762,0.092771,0.244646
Prpf18,0.075882,-0.260402,0.092723,0.244752
Dync1li1,0.108824,-0.175857,0.092697,0.244802
Nbas,0.041765,-1.459804,0.092297,0.244479
Rsrc2,0.262647,-0.454854,0.092151,0.244409
Ankra2,0.045882,0.116415,0.092062,0.244396
Lin9,0.022941,0.696307,0.091989,0.2444
Cops5,0.105588,-0.229613,0.09181,0.244298
Tsc2,0.043529,0.517327,0.09143,0.243994
Trappc10,0.068824,-0.337963,0.091066,0.243707
Atxn3,0.099412,-1.014328,0.090988,0.243706
Wdr48,0.062059,-0.202637,0.090929,0.243723
2610001J05Rik,0.173824,-0.235501,0.090856,0.243727
Atpbd4,0.036176,0.156234,0.090817,0.243764
Sumo3,0.151176,0.035791,0.090793,0.243816
Ccm2,0.109706,-1.052858,0.090774,0.243873
Mdp1,0.072353,-0.634819,0.090769,0.243945
Mettl9,0.112059,-0.419757,0.090629,0.243882
Amz1,0.066176,0.485786,0.09062,0.243949
Psmd4,0.214706,-0.283186,0.090535,0.24394
Gtl3,0.07,-0.587122,0.090489,0.24397
Mcart1,0.091765,-0.409046,0.090487,0.244045
Fam188a,0.036765,-0.741505,0.090164,0.243875
Wdr24,0.033824,-0.587263,0.090164,0.243799
Cd14,0.872059,0.180024,0.089891,0.243678
Psip1,0.060882,0.057338,0.089877,0.24374
BC005537,0.361176,-0.288026,0.089868,0.243807
Yeats2,0.032059,-1.078241,0.089739,0.243754
Gripap1,0.050294,-0.753,0.089648,0.24374
Trim30a,0.285588,-0.343173,0.089389,0.243557
Ncbp2,0.060294,-0.308359,0.089268,0.243513
Hnrnpr,0.102647,-0.708231,0.088939,0.243259
4933439F18Rik,0.040294,-0.593645,0.088869,0.243266
Chmp3,0.125588,0.322689,0.08862,0.243093
Cdk17,0.033824,-0.313088,0.088481,0.24303
Usp14,0.123235,-0.60272,0.088473,0.243098
Morf4l1,0.280588,-0.171066,0.088368,0.243069
Rock1,0.22,-0.137504,0.088135,0.242912
Tbc1d19,0.031176,-1.141071,0.08804,0.242894
Clk4,0.057941,-1.146234,0.088019,0.242949
Gnaq,0.232941,0.051228,0.08778,0.242786
X99384,0.247353,-0.159486,0.087755,0.242837
Mut,0.047941,-0.472372,0.087704,0.242862
Rilpl1,0.290882,-0.250586,0.087518,0.242753
Pex7,0.064412,-0.676038,0.086784,0.242094
Ift20,0.147353,-0.8983,0.086567,0.241953
Ticam2,0.03,-0.34861,0.086541,0.242003
Wdr81,0.124118,-0.342243,0.086183,0.241721
Ankrd13a,0.180588,-0.260208,0.085916,0.24153
Ddx27,0.102647,-0.846937,0.085587,0.241277
Bag6,0.170588,-0.030534,0.085456,0.241222
Fam176b,0.036176,-0.52559,0.0853,0.241142
5430403G16Rik,0.032353,-0.70147,0.085078,0.240996
Ctu2,0.043235,-0.586351,0.085078,0.241072
Exd2,0.043824,-0.554316,0.084994,0.241064
Ubl3,0.530882,-0.062494,0.084921,0.241067
9830001H06Rik,0.127647,-0.39043,0.084731,0.240953
Hmg20a,0.034412,0.831962,0.084629,0.240926
Lsm1,0.051176,-0.967125,0.084328,0.240702
Arfip2,0.063824,-1.096699,0.084222,0.240671
Gm16286,0.153235,0.045227,0.084132,0.240657
Fam122a,0.035588,0.783464,0.08413,0.240731
Kdm1a,0.089118,-0.540847,0.083977,0.240654
Hcls1,0.389706,-0.199965,0.083844,0.240596
Cand1,0.082353,-0.331537,0.083525,0.240353
Unk,0.073824,-0.782029,0.083432,0.240336
9030418K01Rik,0.047647,0.192552,0.0834,0.24038
Arhgef12,0.083529,-0.794223,0.083359,0.240414
Grpel1,0.117647,-0.86938,0.083297,0.240428
Exosc10,0.12,-0.189412,0.083057,0.240264
Lias,0.030882,0.510034,0.083056,0.240339
Zdhhc14,0.035,-0.571003,0.082972,0.240331
Ppp1ca,0.398529,-0.197076,0.082939,0.240372
Atpif1,0.253235,-0.382632,0.082805,0.240314
Dusp11,0.151765,-0.091802,0.082761,0.240346
0610007P22Rik,0.034118,-0.599754,0.082681,0.240342
Ahdc1,0.046765,0.191504,0.082175,0.239912
Wipf2,0.079706,0.429293,0.081909,0.239721
Herc6,0.034706,0.057844,0.081713,0.2396
Tspyl1,0.100294,0.097814,0.081475,0.239438
Tm2d3,0.072647,0.043466,0.081441,0.23948
Zcchc6,0.126765,-0.579732,0.081359,0.239473
Pdxdc1,0.068824,-0.848578,0.081308,0.239498
Sp2,0.032941,0.399647,0.081272,0.239538
Cables2,0.046471,-1.342536,0.081144,0.239485
Ttc3,0.127941,-0.074928,0.081073,0.23949
2900010M23Rik,0.041176,-0.011919,0.080953,0.239445
AC131692.1,0.047353,-0.39043,0.080781,0.239349
Serf1,0.030294,-1.269576,0.080655,0.239298
Skap2,0.215588,-0.859159,0.080589,0.239307
Dars,0.114412,-0.156954,0.079636,0.23843
Ubn1,0.201765,-0.769924,0.079395,0.238264
Actr3,0.360588,-0.652994,0.079245,0.238189
Il6st,0.185,0.070321,0.079108,0.238127
Vps18,0.179706,0.301447,0.078978,0.238073
Pomt1,0.027941,0.721538,0.078784,0.237954
Tmem179b,0.175,-0.551894,0.07864,0.237886
H47,0.400882,-0.552702,0.078561,0.237882
Ndufs2,0.136765,0.1408,0.078554,0.23795
Psmd7,0.183529,-0.493438,0.078467,0.237939
Tsen15,0.05,-2.117997,0.078327,0.237874
Dctn3,0.078235,-0.653465,0.078216,0.237838
Rasgrf2,0.087647,0.190222,0.078192,0.23789
Trmt2a,0.093235,-0.084059,0.078192,0.237965
Rnf34,0.072353,-0.920728,0.07805,0.237898
Tet2,0.045,0.000839,0.077604,0.237603
Xlr,0.053529,-0.868478,0.077604,0.237528
Polr1a,0.090294,-1.30085,0.077576,0.23765
Nup153,0.084706,-0.080575,0.077388,0.237537
Gm5812,0.046176,-0.440291,0.076997,0.237222
Tcta,0.022647,-0.734385,0.076934,0.237233
Ubp1,0.054412,0.613464,0.076891,0.237265
Ubl4,0.035294,0.384503,0.07666,0.237109
Asph,0.558824,-0.161976,0.076501,0.237026
Lrp6,0.106471,-0.038527,0.076391,0.236991
Cnot6,0.117941,-0.449174,0.076386,0.237061
AW549877,0.085882,0.403689,0.076369,0.237194
Uchl5,0.085,-0.535609,0.076369,0.237119
Bcap29,0.158824,-0.189571,0.076087,0.236988
Arsk,0.120882,-0.968389,0.076079,0.237054
Ift140,0.016471,-0.515961,0.076007,0.237058
Mtif3,0.027647,-0.330309,0.075871,0.236996
Commd9,0.054412,-0.395639,0.075553,0.236754
Commd1,0.104706,-1.339991,0.075493,0.236768
Chd4,0.383235,-0.182504,0.07526,0.23661
Stat3,0.186471,-0.31147,0.075222,0.236648
Ncln,0.17,-0.276874,0.075035,0.236535
Rnf103,0.127353,-0.205162,0.074945,0.236521
Taok2,0.087353,-0.305541,0.074926,0.236577
Memo1,0.041176,-0.43934,0.074896,0.236621
Nop14,0.063824,-0.486646,0.074879,0.236754
Parp2,0.063529,-0.431072,0.074879,0.236679
Pex13,0.077647,-0.022607,0.074686,0.236636
Fancc,0.027647,0.184264,0.074206,0.236231
Commd7,0.120294,-0.2971,0.074144,0.236243
Cyb5b,0.046471,0.003915,0.074111,0.236286
Erlin1,0.075882,-0.437798,0.073997,0.236321
Mrpl12,0.064706,-0.262897,0.073997,0.236246
Txnl1,0.147941,-0.484241,0.07386,0.236259
Dpm2,0.066176,-0.538876,0.073782,0.236256
Qsox1,0.050882,-1.176401,0.073754,0.236303
Camsap2,0.107941,-1.001174,0.073728,0.236351
Ethe1,0.018824,-0.123644,0.073698,0.236396
Mtmr1,0.046176,-0.070341,0.073489,0.236261
Arfgap2,0.084412,-0.085017,0.073431,0.236353
Coq2,0.089412,-0.634606,0.073431,0.236279
Fubp3,0.066176,0.126705,0.07319,0.236187
Ropn1l,0.005294,1.305893,0.073156,0.236228
Prrc2b,0.163529,-0.380088,0.072934,0.236081
Sidt2,0.079412,0.384503,0.072881,0.236102
Yars,0.088529,-0.435873,0.072736,0.236032
Tfam,0.105,-0.789837,0.072679,0.236049
Calm1,0.780588,0.168816,0.07253,0.235975
Rpain,0.029412,-0.197184,0.072436,0.235955
Lman1,0.202941,-0.098645,0.07233,0.235924
