ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,
GO:0030832,regulation of actin filament length,Jan-60,165/15833,0.467268364,0.507992508,0.351860573,Tlr2,1,
GO:0000082,G1/S transition of mitotic cell cycle,Jan-60,166/15833,0.469308439,0.509696835,0.353041074,Id2,1,
GO:0006403,RNA localization,Jan-60,166/15833,0.469308439,0.509696835,0.353041074,Zfp36,1,
GO:0007409,axonogenesis,Feb-60,418/15833,0.472783188,0.513212334,0.355476081,Apoe/Hsp90aa1,2,
GO:0000075,cell cycle checkpoint,Jan-60,168/15833,0.47336557,0.513586174,0.355735021,Ier3,1,
GO:0006006,glucose metabolic process,Jan-60,170/15833,0.477392197,0.51717488,0.358220735,Atf3,1,
GO:0016051,carbohydrate biosynthetic process,Jan-60,170/15833,0.477392197,0.51717488,0.358220735,Atf3,1,
GO:0030307,positive regulation of cell growth,Jan-60,170/15833,0.477392197,0.51717488,0.358220735,Apoe,1,
GO:0009108,coenzyme biosynthetic process,Jan-60,171/15833,0.479394142,0.51908307,0.359542442,Ier3,1,
GO:0015931,nucleobase-containing compound transport,Jan-60,173/15833,0.483375436,0.522869269,0.362164949,Zfp36,1,
GO:0061136,regulation of proteasomal protein catabolic process,Jan-60,173/15833,0.483375436,0.522869269,0.362164949,Apoe,1,
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,Jan-60,174/15833,0.48535484,0.524747368,0.363465812,Cd74,1,
GO:0048839,inner ear development,Jan-60,175/15833,0.487326787,0.526615526,0.364759791,H2-K1,1,
GO:0048568,embryonic organ development,Feb-60,431/15833,0.488917606,0.527945316,0.365680869,Junb/Id2,2,
GO:1903305,regulation of regulated secretory pathway,Jan-60,176/15833,0.489291303,0.527945316,0.365680869,Hmox1,1,
GO:2001235,positive regulation of apoptotic signaling pathway,Jan-60,176/15833,0.489291303,0.527945316,0.365680869,Atf3,1,
GO:0006364,rRNA processing,Jan-60,177/15833,0.491248416,0.529527514,0.366776776,Rpl10a,1,
GO:0051668,localization within membrane,Jan-60,177/15833,0.491248416,0.529527514,0.366776776,Apoe,1,
GO:0010770,positive regulation of cell morphogenesis involved in differentiation,Jan-60,178/15833,0.493198154,0.531098611,0.367864996,Apoe,1,
GO:0051783,regulation of nuclear division,Jan-60,178/15833,0.493198154,0.531098611,0.367864996,Il1b,1,
GO:0051186,cofactor metabolic process,Feb-60,437/15833,0.496263246,0.534132711,0.369966562,Ier3/Hmox1,2,
GO:0044843,cell cycle G1/S phase transition,Jan-60,180/15833,0.497075613,0.534740365,0.370387453,Id2,1,
GO:0010817,regulation of hormone levels,Feb-60,439/15833,0.498697372,0.536217703,0.37141073,Spp1/Il1b,2,
GO:0016458,gene silencing,Jan-60,181/15833,0.499003388,0.536279537,0.37145356,Zfp36,1,
GO:0008406,gonad development,Jan-60,182/15833,0.500923896,0.537807845,0.372512141,H3f3b,1,
GO:0050773,regulation of dendrite development,Jan-60,182/15833,0.500923896,0.537807845,0.372512141,Apoe,1,
GO:0002429,immune response-activating cell surface receptor signaling pathway,Jan-60,183/15833,0.502837165,0.539057427,0.373377663,Tlr2,1,
GO:0046434,organophosphate catabolic process,Jan-60,183/15833,0.502837165,0.539057427,0.373377663,Ier3,1,
GO:0099173,postsynapse organization,Jan-60,183/15833,0.502837165,0.539057427,0.373377663,Apoe,1,
GO:0006820,anion transport,Feb-60,443/15833,0.503543802,0.539546934,0.373716719,Apoe/Il1b,2,
GO:0030073,insulin secretion,Jan-60,184/15833,0.50474322,0.539768243,0.373870009,Il1b,1,
GO:0050679,positive regulation of epithelial cell proliferation,Jan-60,184/15833,0.50474322,0.539768243,0.373870009,Hmox1,1,
GO:0071103,DNA conformation change,Jan-60,184/15833,0.50474322,0.539768243,0.373870009,H3f3b,1,
GO:0007005,mitochondrion organization,Feb-60,444/15833,0.504750841,0.539768243,0.373870009,Ier3/Hsp90aa1,2,
GO:0023061,signal release,Feb-60,445/15833,0.505956045,0.540789076,0.374577088,Spp1/Il1b,2,
GO:0030522,intracellular receptor signaling pathway,Jan-60,185/15833,0.50664209,0.540986457,0.374713804,Nfkbia,1,
GO:0090276,regulation of peptide hormone secretion,Jan-60,185/15833,0.50664209,0.540986457,0.374713804,Il1b,1,
GO:0045137,development of primary sexual characteristics,Jan-60,186/15833,0.508533799,0.542737853,0.375926907,H3f3b,1,
GO:0001666,response to hypoxia,Jan-60,187/15833,0.510418376,0.544479909,0.37713354,Hmox1,1,
GO:0001701,in utero embryonic development,Feb-60,449/15833,0.510758442,0.544573477,0.37719835,Junb/Klf2,2,
GO:0120031,plasma membrane bounded cell projection assembly,Feb-60,451/15833,0.51314854,0.546851629,0.37877631,P2ry12/Hsp90aa1,2,
GO:0007160,cell-matrix adhesion,Jan-60,189/15833,0.514166236,0.547311367,0.379094747,Cd63,1,
GO:0008154,actin polymerization or depolymerization,Jan-60,189/15833,0.514166236,0.547311367,0.379094747,Tlr2,1,
GO:0061564,axon development,Feb-60,452/15833,0.514340802,0.547311367,0.379094747,Apoe/Hsp90aa1,2,
GO:0016049,cell growth,Feb-60,453/15833,0.515531202,0.548027469,0.379590754,Apoe/Hsp90aa1,2,
GO:0007266,Rho protein signal transduction,Jan-60,190/15833,0.516029572,0.548027469,0.379590754,Apoe,1,
GO:0030324,lung development,Jan-60,190/15833,0.516029572,0.548027469,0.379590754,Klf2,1,
GO:0048863,stem cell differentiation,Jan-60,190/15833,0.516029572,0.548027469,0.379590754,Vsir,1,
GO:0007623,circadian rhythm,Jan-60,191/15833,0.51788588,0.548940087,0.380222879,Id2,1,
GO:0036293,response to decreased oxygen levels,Jan-60,191/15833,0.51788588,0.548940087,0.380222879,Hmox1,1,
GO:0048639,positive regulation of developmental growth,Jan-60,191/15833,0.51788588,0.548940087,0.380222879,Apoe,1,
GO:0090407,organophosphate biosynthetic process,Feb-60,455/15833,0.517906403,0.548940087,0.380222879,Ier3/Ckb,2,
GO:0030323,respiratory tube development,Jan-60,193/15833,0.521577516,0.552559784,0.382730059,Klf2,1,
GO:0002768,immune response-regulating cell surface receptor signaling pathway,Jan-60,194/15833,0.523412897,0.55396029,0.383700118,Tlr2,1,
GO:0009152,purine ribonucleotide biosynthetic process,Jan-60,194/15833,0.523412897,0.55396029,0.383700118,Ier3,1,
GO:0050770,regulation of axonogenesis,Jan-60,195/15833,0.525241353,0.555622961,0.384851765,Apoe,1,
GO:0009952,anterior/posterior pattern specification,Jan-60,196/15833,0.527062911,0.557276708,0.385997232,Btg2,1,
GO:0030031,cell projection assembly,Feb-60,463/15833,0.527332098,0.55728828,0.386005247,P2ry12/Hsp90aa1,2,
GO:0051099,positive regulation of binding,Jan-60,197/15833,0.528877595,0.558647993,0.386947052,Apoe,1,
GO:0005975,carbohydrate metabolic process,Feb-60,465/15833,0.52966963,0.559210891,0.387336942,Atf3/Ier3,2,
GO:0010810,regulation of cell-substrate adhesion,Jan-60,198/15833,0.530685433,0.559735662,0.387700424,Spp1,1,
GO:0019318,hexose metabolic process,Jan-60,198/15833,0.530685433,0.559735662,0.387700424,Atf3,1,
GO:0030258,lipid modification,Jan-60,201/15833,0.536068114,0.564585158,0.391059424,Apoe,1,
GO:0032984,protein-containing complex disassembly,Jan-60,201/15833,0.536068114,0.564585158,0.391059424,Rpl23,1,
GO:0048762,mesenchymal cell differentiation,Jan-60,201/15833,0.536068114,0.564585158,0.391059424,Il1b,1,
GO:0009260,ribonucleotide biosynthetic process,Jan-60,203/15833,0.539622794,0.567774738,0.393268684,Ier3,1,
GO:0070482,response to oxygen levels,Jan-60,203/15833,0.539622794,0.567774738,0.393268684,Hmox1,1,
GO:0007264,small GTPase mediated signal transduction,Feb-60,474/15833,0.540094181,0.567993783,0.393420404,Apoe/Hmox1,2,
GO:0034764,positive regulation of transmembrane transport,Jan-60,204/15833,0.541390077,0.568525443,0.393788659,Cxcl10,1,
GO:0043583,ear development,Jan-60,204/15833,0.541390077,0.568525443,0.393788659,H2-K1,1,
GO:0060348,bone development,Jan-60,204/15833,0.541390077,0.568525443,0.393788659,Tmem119,1,
GO:0060828,regulation of canonical Wnt signaling pathway,Jan-60,205/15833,0.543150688,0.57009688,0.394877113,Apoe,1,
GO:0002064,epithelial cell development,Jan-60,208/15833,0.54839274,0.574760336,0.398107252,Il1b,1,
GO:0016072,rRNA metabolic process,Jan-60,208/15833,0.54839274,0.574760336,0.398107252,Rpl10a,1,
GO:0090150,establishment of protein localization to membrane,Jan-60,208/15833,0.54839274,0.574760336,0.398107252,Hsp90aa1,1,
GO:0022618,ribonucleoprotein complex assembly,Jan-60,209/15833,0.550126912,0.576018377,0.398978633,Hsp90aa1,1,
GO:0046390,ribose phosphate biosynthetic process,Jan-60,209/15833,0.550126912,0.576018377,0.398978633,Ier3,1,
GO:0006164,purine nucleotide biosynthetic process,Jan-60,210/15833,0.551854535,0.576987445,0.399649857,Ier3,1,
GO:0046034,ATP metabolic process,Jan-60,210/15833,0.551854535,0.576987445,0.399649857,Ier3,1,
GO:2000116,regulation of cysteine-type endopeptidase activity,Jan-60,210/15833,0.551854535,0.576987445,0.399649857,Cst7,1,
GO:0043588,skin development,Jan-60,211/15833,0.553575634,0.578506643,0.400702128,Zfp36,1,
GO:0007163,establishment or maintenance of cell polarity,Jan-60,213/15833,0.556998355,0.581801767,0.402984493,Hsp90aa1,1,
GO:0072522,purine-containing compound biosynthetic process,Jan-60,215/15833,0.560395269,0.585066759,0.405245987,Ier3,1,
GO:0060541,respiratory system development,Jan-60,216/15833,0.562084108,0.586546182,0.406270708,Klf2,1,
GO:0044089,positive regulation of cellular component biogenesis,Feb-60,496/15833,0.564918316,0.589218814,0.408121904,P2ry12/Hsp90aa1,2,
GO:0005996,monosaccharide metabolic process,Jan-60,219/15833,0.567112437,0.591221565,0.409509108,Atf3,1,
GO:0001763,morphogenesis of a branching structure,Jan-60,220/15833,0.568775896,0.592669427,0.410511969,Il1b,1,
GO:0007423,sensory organ development,Feb-60,500/15833,0.569330351,0.592674818,0.410515702,H2-K1/Crybb1,2,
GO:0022604,regulation of cell morphogenesis,Feb-60,500/15833,0.569330351,0.592674818,0.410515702,Apoe/Ccl3,2,
GO:0071826,ribonucleoprotein complex subunit organization,Jan-60,221/15833,0.57043307,0.593536434,0.4111125,Hsp90aa1,1,
GO:0048738,cardiac muscle tissue development,Jan-60,222/15833,0.57208398,0.594967339,0.412103615,Id2,1,
GO:0051188,cofactor biosynthetic process,Jan-60,223/15833,0.573728651,0.59639038,0.413089283,Ier3,1,
GO:0046578,regulation of Ras protein signal transduction,Jan-60,224/15833,0.575367106,0.597805592,0.414069529,Apoe,1,
GO:0007281,germ cell development,Jan-60,226/15833,0.57862546,0.600901704,0.416214048,H3f3b,1,
GO:0030072,peptide hormone secretion,Jan-60,228/15833,0.581859224,0.603969315,0.418338826,Il1b,1,
GO:0043393,regulation of protein binding,Jan-60,229/15833,0.583466942,0.605346953,0.419293046,Apoe,1,
GO:0017157,regulation of exocytosis,Jan-60,230/15833,0.585068582,0.606716963,0.420241982,Hmox1,1,
GO:0006260,DNA replication,Jan-60,233/15833,0.589837253,0.611368296,0.423463724,Cst3,1,
GO:0003007,heart morphogenesis,Jan-60,235/15833,0.592986384,0.613159855,0.424704645,Id2,1,
GO:0009126,purine nucleoside monophosphate metabolic process,Jan-60,235/15833,0.592986384,0.613159855,0.424704645,Ier3,1,
GO:0009167,purine ribonucleoside monophosphate metabolic process,Jan-60,235/15833,0.592986384,0.613159855,0.424704645,Ier3,1,
GO:0009205,purine ribonucleoside triphosphate metabolic process,Jan-60,235/15833,0.592986384,0.613159855,0.424704645,Ier3,1,
GO:0048705,skeletal system morphogenesis,Jan-60,235/15833,0.592986384,0.613159855,0.424704645,Tmem119,1,
GO:0008544,epidermis development,Jan-60,239/15833,0.599213488,0.618117929,0.428138851,Zfp36,1,
GO:0009161,ribonucleoside monophosphate metabolic process,Jan-60,239/15833,0.599213488,0.618117929,0.428138851,Ier3,1,
GO:0009199,ribonucleoside triphosphate metabolic process,Jan-60,239/15833,0.599213488,0.618117929,0.428138851,Ier3,1,
GO:0050730,regulation of peptidyl-tyrosine phosphorylation,Jan-60,239/15833,0.599213488,0.618117929,0.428138851,Cd74,1,
GO:0110053,regulation of actin filament organization,Jan-60,239/15833,0.599213488,0.618117929,0.428138851,Tlr2,1,
GO:0045055,regulated exocytosis,Jan-60,240/15833,0.600755568,0.619412573,0.429035585,Hmox1,1,
GO:0006605,protein targeting,Jan-60,241/15833,0.602291813,0.620403691,0.429722082,Hsp90aa1,1,
GO:0045165,cell fate commitment,Jan-60,241/15833,0.602291813,0.620403691,0.429722082,Id2,1,
GO:0009144,purine nucleoside triphosphate metabolic process,Jan-60,242/15833,0.603822244,0.621683399,0.430608471,Ier3,1,
GO:0140014,mitotic nuclear division,Jan-60,243/15833,0.605346885,0.622955926,0.431489886,Il1b,1,
GO:0061448,connective tissue development,Jan-60,245/15833,0.608378877,0.6257777,0.433444385,Id2,1,
GO:0009123,nucleoside monophosphate metabolic process,Jan-60,246/15833,0.609886271,0.626730749,0.434104514,Ier3,1,
GO:0060485,mesenchyme development,Jan-60,246/15833,0.609886271,0.626730749,0.434104514,Il1b,1,
GO:0009165,nucleotide biosynthetic process,Jan-60,251/15833,0.617338081,0.634086425,0.439199416,Ier3,1,
GO:0044262,cellular carbohydrate metabolic process,Jan-60,252/15833,0.618811558,0.634995407,0.439829022,Ier3,1,
GO:0060070,canonical Wnt signaling pathway,Jan-60,252/15833,0.618811558,0.634995407,0.439829022,Apoe,1,
GO:0001822,kidney development,Jan-60,253/15833,0.620279455,0.635896942,0.44045347,Id2,1,
GO:0051056,regulation of small GTPase mediated signal transduction,Jan-60,253/15833,0.620279455,0.635896942,0.44045347,Apoe,1,
GO:0034504,protein localization to nucleus,Jan-60,255/15833,0.623198594,0.638586213,0.442316191,Nfkbia,1,
GO:0045926,negative regulation of growth,Jan-60,257/15833,0.626095662,0.640946129,0.443950784,Tlr2,1,
GO:1901293,nucleoside phosphate biosynthetic process,Jan-60,257/15833,0.626095662,0.640946129,0.443950784,Ier3,1,
GO:0009141,nucleoside triphosphate metabolic process,Jan-60,258/15833,0.627535972,0.642115992,0.444761089,Ier3,1,
GO:0009416,response to light stimulus,Jan-60,262/15833,0.633242852,0.647341579,0.448380588,Id2,1,
GO:0043414,macromolecule methylation,Jan-60,262/15833,0.633242852,0.647341579,0.448380588,Btg2,1,
GO:0042254,ribosome biogenesis,Jan-60,264/15833,0.63606396,0.649917626,0.450164884,Rpl10a,1,
GO:0045927,positive regulation of growth,Jan-60,269/15833,0.643023709,0.656718014,0.454875167,Apoe,1,
GO:0044282,small molecule catabolic process,Jan-60,273/15833,0.64849713,0.661994705,0.458530063,Apoe,1,
GO:0072001,renal system development,Jan-60,274/15833,0.64985254,0.663064672,0.459271174,Id2,1,
GO:0048562,embryonic organ morphogenesis,Jan-60,278/15833,0.655222972,0.668228343,0.462847786,Id2,1,
GO:0016358,dendrite development,Jan-60,279/15833,0.656552874,0.669268352,0.463568148,Apoe,1,
GO:0043010,camera-type eye development,Jan-60,284/15833,0.663127088,0.675650735,0.4679889,Crybb1,1,
GO:0018108,peptidyl-tyrosine phosphorylation,Jan-60,294/15833,0.675906454,0.688346451,0.476782576,Cd74,1,
GO:0006732,coenzyme metabolic process,Jan-60,295/15833,0.677157861,0.689295597,0.477440002,Ier3,1,
GO:0018212,peptidyl-tyrosine modification,Jan-60,297/15833,0.679646438,0.691502599,0.47896868,Cd74,1,
GO:0009100,glycoprotein metabolic process,Jan-60,306/15833,0.690613592,0.702329939,0.486468228,Cst3,1,
GO:0032259,methylation,Jan-60,307/15833,0.691809134,0.703214371,0.487080829,Btg2,1,
GO:0001655,urogenital system development,Jan-60,313/15833,0.698887573,0.710075039,0.491832864,Id2,1,
GO:0032956,regulation of actin cytoskeleton organization,Jan-60,319/15833,0.705806085,0.716429695,0.496234411,Tlr2,1,
GO:0034470,ncRNA processing,Jan-60,319/15833,0.705806085,0.716429695,0.496234411,Rpl10a,1,
GO:0003002,regionalization,Jan-60,322/15833,0.709206481,0.719542824,0.498390718,Btg2,1,
GO:0001654,eye development,Jan-60,326/15833,0.713680288,0.72374157,0.501298976,Crybb1,1,
GO:0006091,generation of precursor metabolites and energy,Jan-60,328/15833,0.715891741,0.725643202,0.502616139,Ier3,1,
GO:0010769,regulation of cell morphogenesis involved in differentiation,Jan-60,329/15833,0.71699116,0.726416396,0.503151691,Apoe,1,
GO:0033044,regulation of chromosome organization,Jan-60,333/15833,0.721347155,0.730486702,0.505970985,H3f3b,1,
GO:0022411,cellular component disassembly,Jan-60,339/15833,0.727757807,0.736632902,0.510228146,Rpl23,1,
GO:0010976,positive regulation of neuron projection development,Jan-60,343/15833,0.731950774,0.740529662,0.512927233,Apoe,1,
GO:0060562,epithelial tube morphogenesis,Jan-60,344/15833,0.732989054,0.741232604,0.513414125,Cxcl10,1,
GO:0006887,exocytosis,Jan-60,349/15833,0.738121423,0.746073083,0.516766878,Hmox1,1,
GO:0048638,regulation of developmental growth,Jan-60,361/15833,0.75004662,0.757771819,0.524869998,Apoe,1,
GO:0032970,regulation of actin filament-based process,Jan-60,363/15833,0.751981548,0.759371166,0.525977784,Tlr2,1,
GO:0000280,nuclear division,Jan-60,366/15833,0.754856355,0.761917687,0.52774163,Il1b,1,
GO:0009150,purine ribonucleotide metabolic process,Jan-60,369/15833,0.757698389,0.764428762,0.529480924,Ier3,1,
GO:0007015,actin filament organization,Jan-60,374/15833,0.762363278,0.76877568,0.532491813,Tlr2,1,
GO:0009259,ribonucleotide metabolic process,Jan-60,379/15833,0.766939826,0.773029493,0.535438213,Ier3,1,
GO:0001558,regulation of cell growth,Jan-60,386/15833,0.773201705,0.778977254,0.539557924,Apoe,1,
GO:0006163,purine nucleotide metabolic process,Jan-60,390/15833,0.77670533,0.782141905,0.541749917,Ier3,1,
GO:0019693,ribose phosphate metabolic process,Jan-60,395/15833,0.781010091,0.78610997,0.544498394,Ier3,1,
GO:0007265,Ras protein signal transduction,Jan-60,406/15833,0.790195363,0.794613976,0.550388686,Apoe,1,
GO:0007389,pattern specification process,Jan-60,406/15833,0.790195363,0.794613976,0.550388686,Btg2,1,
GO:0048285,organelle fission,Jan-60,409/15833,0.792633982,0.796694985,0.551830095,Il1b,1,
GO:0072521,purine-containing compound metabolic process,Jan-60,428/15833,0.807443968,0.811203018,0.561879072,Ier3,1,
GO:0034660,ncRNA metabolic process,Jan-60,429/15833,0.808193943,0.811578655,0.562139257,Rpl10a,1,
GO:0045666,positive regulation of neuron differentiation,Jan-60,431/15833,0.809685286,0.812698068,0.562914617,Apoe,1,
GO:0010498,proteasomal protein catabolic process,Jan-60,434/15833,0.811900945,0.814543114,0.564192587,Apoe,1,
GO:0006281,DNA repair,Jan-60,446/15833,0.820512722,0.822800397,0.569911987,Ier3,1,
GO:0051656,establishment of organelle localization,Jan-60,448/15833,0.821909822,0.823818577,0.570617228,Hmox1,1,
GO:0001501,skeletal system development,Jan-60,468/15833,0.835305687,0.836856858,0.579648182,Tmem119,1,
GO:0009117,nucleotide metabolic process,Jan-60,491/15833,0.849489002,0.850671585,0.589216941,Ier3,1,
GO:1903827,regulation of cellular protein localization,Jan-60,494/15833,0.851248089,0.852037744,0.59016321,Hsp90aa1,1,
GO:0002009,morphogenesis of an epithelium,Jan-60,495/15833,0.851829947,0.852224861,0.590292816,Cxcl10,1,
GO:0006753,nucleoside phosphate metabolic process,Jan-60,498/15833,0.853562124,0.853562124,0.59121907,Ier3,1,
