	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Nktr.1	1.12966659042516e-31	-0.448479397642609	0.03	0.391	2.17844905297588e-27	14	Nktr
Selenok.1	1.27348868626385e-31	-0.39201888037379	0.083	0.448	2.4557955825912e-27	14	Selenok
Ppt1.1	1.30993279294392e-31	-0.378818230059265	0.045	0.406	2.52607439791306e-27	14	Ppt1
Fscn1.1	1.32181230151232e-31	-0.416906957845735	0.053	0.418	2.54898284223636e-27	14	Fscn1
Eef1d.1	1.60713634277856e-31	-0.384420503343658	0.072	0.438	3.09920172341417e-27	14	Eef1d
Tpp1.1	1.7946173401457e-31	-0.377903793253407	0.042	0.406	3.46074007873698e-27	14	Tpp1
Vamp8.1	2.15210515979172e-31	-0.382134932159639	0.061	0.421	4.15011959014235e-27	14	Vamp8
Nfic.1	2.15779677726691e-31	-0.432197952277977	0.03	0.386	4.16109530528152e-27	14	Nfic
Srsf5.1	2.57966107193842e-31	-0.398719371272564	0.03	0.385	4.97461841112605e-27	14	Srsf5
mt-Nd5.2	2.62514652279191e-31	-0.431500030423544	0.08	0.441	5.06233255455193e-27	14	mt-Nd5
Blnk.1	4.13353161485373e-31	-0.402963711817831	0.053	0.412	7.97110236608394e-27	14	Blnk
Ndufa13.2	4.15199092624522e-31	-0.383150135114025	0.049	0.406	8.00669930217128e-27	14	Ndufa13
Crybb1.4	4.50565814850812e-31	-0.541846289320967	0.087	0.452	8.68871117358305e-27	14	Crybb1
Msn.2	4.97539131351914e-31	-0.390334232193677	0.049	0.407	9.5945446089903e-27	14	Msn
Cox6c.2	5.5867197112569e-31	-0.388377443240371	0.061	0.419	1.07734302911878e-26	14	Cox6c
Lamtor4.1	5.58688067333045e-31	-0.372886562981642	0.038	0.392	1.07737406904504e-26	14	Lamtor4
Pkm.3	6.00840680259771e-31	-0.385696648763421	0.057	0.416	1.15866116781294e-26	14	Pkm
Elmo1.1	9.22642346963603e-31	-0.382890695366583	0.038	0.394	1.77922350188461e-26	14	Elmo1
Cd86.1	9.69647244107712e-31	-0.388992171896274	0.057	0.415	1.86986774553731e-26	14	Cd86
Adamts1.4	1.0797889543134e-30	-0.925828305258295	0.038	0.394	2.08226501949797e-26	14	Adamts1
Adap2.2	1.08614835323916e-30	-0.381171208984876	0.049	0.404	2.09452848438639e-26	14	Adap2
Arhgap45.1	1.11126765896677e-30	-0.380191492498564	0.08	0.445	2.14296855355151e-26	14	Arhgap45
Atraid.1	1.12925888382558e-30	-0.360133052639899	0.027	0.374	2.17766283156924e-26	14	Atraid
Sox4.1	1.42859221286168e-30	-0.71479481639262	0.049	0.403	2.75489722328247e-26	14	Sox4
Cnbp.1	1.69994362267716e-30	-0.36943262235968	0.038	0.387	3.27817128197063e-26	14	Cnbp
Sec62.2	1.73243753874257e-30	-0.38284581674035	0.068	0.426	3.34083254971117e-26	14	Sec62
Id2.4	2.2016621770472e-30	-0.765368313153388	0.049	0.404	4.24568534221781e-26	14	Id2
Serbp1.1	2.43991313539208e-30	-0.365144447627658	0.034	0.384	4.70512849029009e-26	14	Serbp1
Lrp1.1	2.67403403362969e-30	-0.383653793582219	0.042	0.393	5.15660723045149e-26	14	Lrp1
Nav2.1	2.72032138117299e-30	-0.386823599343147	0.034	0.384	5.245867751454e-26	14	Nav2
Skil.2	2.79915003776314e-30	-0.40891501128418	0.042	0.391	5.39788093282244e-26	14	Skil
Zfp36.3	2.85518951448455e-30	-0.635702345603844	0.068	0.418	5.505947459732e-26	14	Zfp36
Pabpc1.2	3.22362348747543e-30	-0.409653926901311	0.121	0.478	6.21643553324762e-26	14	Pabpc1
Limd2.2	3.38053758196995e-30	-0.378151827180626	0.042	0.392	6.51902867307086e-26	14	Limd2
Bcap31.1	4.65930547094223e-30	-0.356191333180463	0.03	0.376	8.985004670165e-26	14	Bcap31
March2.1	4.94198657971876e-30	0.279756479005704	0.394	0.148	9.53012692032966e-26	14	March2
Atp5a1.1	5.9571749472523e-30	-0.373548617113526	0.072	0.42	1.14878161682813e-25	14	Atp5a1
Prdx5.2	7.21821072309562e-30	-0.366305932207236	0.038	0.389	1.39195975584176e-25	14	Prdx5
Ptpn1.2	7.89185011785805e-30	-0.371059032230102	0.034	0.381	1.52186437672775e-25	14	Ptpn1
Atp6v1f.1	8.43761336904245e-30	-0.371323185349003	0.068	0.417	1.62710936208615e-25	14	Atp6v1f
Ctsf.1	8.76123716265289e-30	-0.369678133753549	0.053	0.401	1.68951697444598e-25	14	Ctsf
H2-DMa.2	1.03991545314064e-29	-0.387471152625571	0.042	0.387	2.0053729598364e-25	14	H2-DMa
Herpud1.3	1.06343904909645e-29	-0.462211151513957	0.027	0.368	2.05073586227759e-25	14	Herpud1
Scoc.1	1.29054054322826e-29	-0.382200990647849	0.049	0.399	2.48867838356138e-25	14	Scoc
Itgam.1	1.69936436965925e-29	-0.367419063560345	0.027	0.369	3.27705425045089e-25	14	Itgam
Hspd1.4	2.14360368069724e-29	-0.564213872648344	0.061	0.407	4.13372533785656e-25	14	Hspd1
Slc11a1.1	2.25364439784312e-29	-0.361453579196233	0.011	0.346	4.34592785680067e-25	14	Slc11a1
Pomp.1	2.29402548511627e-29	-0.360737831210317	0.057	0.406	4.42379874549821e-25	14	Pomp
Orai1.1	2.29684211490457e-29	-0.359771796335245	0.034	0.373	4.42923033438196e-25	14	Orai1
Hnrnpu.1	3.37979106672845e-29	-0.358590192050811	0.03	0.367	6.51758909307914e-25	14	Hnrnpu
Srsf11.1	3.73670236014808e-29	-0.352589950186646	0.045	0.39	7.20585683130956e-25	14	Srsf11
Cd164.1	4.15887940631561e-29	-0.382676529650203	0.057	0.404	8.01998304713902e-25	14	Cd164
Frmd4b.1	4.38580768306448e-29	-0.372273212364397	0.042	0.38	8.45759153602154e-25	14	Frmd4b
Tapbp.1	5.23842940753838e-29	-0.347902724909818	0.027	0.361	1.0101787269497e-24	14	Tapbp
Cltc.1	7.62267887317416e-29	-0.385607509108973	0.057	0.397	1.4699573939029e-24	14	Cltc
Tmed2.1	9.01438805372965e-29	-0.36785059383858	0.057	0.396	1.73833459228123e-24	14	Tmed2
Tm6sf1.1	9.46495859869319e-29	-0.359641601454644	0.03	0.367	1.82522261617199e-24	14	Tm6sf1
Ankrd11.1	1.07891713942572e-28	-0.369569841746251	0.034	0.37	2.08058381166855e-24	14	Ankrd11
Tuba1b.1	1.58441937141938e-28	-0.360955537495502	0.038	0.373	3.05539431584514e-24	14	Tuba1b
Csnk1e.1	1.59220012899612e-28	-0.357407986719227	0.038	0.371	3.07039872875612e-24	14	Csnk1e
Gnas.3	1.88934019661901e-28	-0.449808225694965	0.333	0.656	3.64340363516009e-24	14	Gnas
Arhgap17.1	2.08533636911074e-28	-0.372598171873318	0.064	0.405	4.02136265419315e-24	14	Arhgap17
Psenen.1	2.26058061978018e-28	-0.347006094331534	0.042	0.374	4.3593036671841e-24	14	Psenen
Atp5j2.2	2.29857550956679e-28	-0.352321163805825	0.045	0.38	4.4325730126486e-24	14	Atp5j2
Glmp.1	2.33424376373356e-28	-0.341158083443009	0.03	0.366	4.50135567398379e-24	14	Glmp
Snrnp70.1	3.37413775401202e-28	-0.367075419413559	0.08	0.42	6.50668724483678e-24	14	Snrnp70
Ncf2.2	4.08108478944358e-28	-0.374691455123223	0.053	0.387	7.86996390796301e-24	14	Ncf2
Nptn.1	4.24886341839241e-28	-0.342730591233833	0.03	0.36	8.19350821602793e-24	14	Nptn
Tecr.2	4.54768912964201e-28	-0.353299857518949	0.061	0.393	8.76976371760166e-24	14	Tecr
Rhoh.1	4.83335344337266e-28	-0.390681660481135	0.042	0.375	9.32063878019983e-24	14	Rhoh
Tnfaip8l2.1	5.21872035994827e-28	-0.353787888951561	0.034	0.362	1.00637803421242e-23	14	Tnfaip8l2
Atp5d.2	5.98437910510056e-28	-0.343484261789142	0.045	0.379	1.15402766662759e-23	14	Atp5d
Dennd4a.1	7.00103751818617e-28	-0.37138016917037	0.038	0.369	1.35008007500702e-23	14	Dennd4a
Eif3h.2	7.12806483769644e-28	-0.346013052412889	0.049	0.384	1.37457602330138e-23	14	Eif3h
Fuca1.1	8.79525923863037e-28	-0.354157104806799	0.042	0.375	1.69607779157748e-23	14	Fuca1
Atpif1.1	8.87687311695612e-28	-0.366588331564218	0.072	0.405	1.71181621187382e-23	14	Atpif1
Mertk.1	9.13781958196015e-28	-0.360558072250765	0.068	0.407	1.7621371281852e-23	14	Mertk
Tmem173.1	9.59152231358492e-28	-0.353593867689695	0.042	0.374	1.84962916295172e-23	14	Tmem173
Atp5c1.1	1.03733151527101e-27	-0.335412309946387	0.049	0.385	2.00039009404861e-23	14	Atp5c1
Ptp4a2.1	1.15108747780472e-27	-0.357365619714644	0.049	0.379	2.21975709219863e-23	14	Ptp4a2
Hmox1.3	1.73163498221091e-27	-0.791442554900727	0.038	0.362	3.33928489969552e-23	14	Hmox1
Rnf13.1	1.73598455007918e-27	-0.343335799950187	0.038	0.364	3.34767260637269e-23	14	Rnf13
Pde3b.1	1.99504750049222e-27	-0.356304331320616	0.049	0.379	3.84724959994919e-23	14	Pde3b
Fgd2.1	2.00235661377181e-27	-0.351466487963151	0.057	0.387	3.86134449399755e-23	14	Fgd2
Adgre1.1	2.02075472593915e-27	-0.347914581762551	0.034	0.361	3.89682341350107e-23	14	Adgre1
Arl4c.1	2.18062681124572e-27	-0.391797731892256	0.042	0.371	4.20512074280624e-23	14	Arl4c
Ophn1.1	2.54526755037377e-27	-0.355334352761693	0.049	0.378	4.90829394414078e-23	14	Ophn1
Cd34.2	2.59175630188734e-27	-0.365858445665929	0.027	0.348	4.99794285255955e-23	14	Cd34
Ivns1abp.1	2.63429119461772e-27	-0.357045337538473	0.061	0.392	5.07996713970081e-23	14	Ivns1abp
Fam46a.1	3.77589927148539e-27	-0.448510936670018	0.03	0.357	7.28144415513243e-23	14	Fam46a
Slc15a3.1	4.32886935676722e-27	-0.46097380195617	0.038	0.361	8.34779166758991e-23	14	Slc15a3
Shisa5.3	4.37969521527704e-27	-0.336894395137337	0.011	0.326	8.44580425314025e-23	14	Shisa5
Atp2b1.1	4.67440784399348e-27	-0.348752709270671	0.03	0.352	9.01412808635703e-23	14	Atp2b1
Actr3.2	6.40895236646609e-27	-0.339465997998798	0.045	0.368	1.23590237434932e-22	14	Actr3
P4hb.1	6.80253460690682e-27	-0.353827346783226	0.072	0.398	1.31180077359591e-22	14	P4hb
Ccr5.1	7.22866247274971e-27	-0.367012173240851	0.049	0.377	1.39397527124505e-22	14	Ccr5
Gadd45g.4	8.08463251239448e-27	-0.849135492107199	0.034	0.354	1.55904053369015e-22	14	Gadd45g
Tcf4.4	8.37507933455834e-27	-0.360952248064304	0.057	0.384	1.61505029887623e-22	14	Tcf4
Sfpq.1	8.54609910160884e-27	-0.336777412602985	0.027	0.344	1.64802975075425e-22	14	Sfpq
Selenos.1	9.84107471897628e-27	-0.338276776997818	0.061	0.386	1.89775284880739e-22	14	Selenos
Chd7.1	1.15584481150943e-26	-0.366993519227886	0.049	0.372	2.22893113451479e-22	14	Chd7
Ptpn6.1	1.23832786648811e-26	-0.331221880825615	0.038	0.362	2.38799145773568e-22	14	Ptpn6
Rtn3.1	1.26150608345686e-26	-0.331108132624193	0.042	0.361	2.4326883313382e-22	14	Rtn3
Selenof.1	1.37343326119771e-26	-0.33836320943707	0.08	0.408	2.64852870089367e-22	14	Selenof
Ndufc2.1	1.75259194707087e-26	-0.325401085138412	0.03	0.345	3.37969831073147e-22	14	Ndufc2
Ddx3x.1	1.77929913612076e-26	-0.437588322284248	0.038	0.361	3.43120045409527e-22	14	Ddx3x
Lrpap1.1	2.84561300650036e-26	-0.322620539933779	0.023	0.335	5.48748012173529e-22	14	Lrpap1
Scarb2.1	2.88743218517373e-26	-0.330719631414789	0.034	0.348	5.56812422588903e-22	14	Scarb2
Taldo1.1	3.66665693526505e-26	-0.328837333804142	0.053	0.375	7.07078123396512e-22	14	Taldo1
Gngt2.2	3.83582217175027e-26	-0.341179796836635	0.034	0.348	7.39699947600323e-22	14	Gngt2
Evi2a.1	4.17707193106008e-26	-0.345942815134587	0.038	0.353	8.05506551185627e-22	14	Evi2a
Dst.1	4.30922426503992e-26	-0.343218504776749	0.045	0.365	8.30990807270299e-22	14	Dst
Atp5l.2	4.36372655498324e-26	-0.349912419180792	0.106	0.433	8.41501028862967e-22	14	Atp5l
Psmb8.2	4.53228314758633e-26	-0.326300305485998	0.034	0.346	8.74005482180547e-22	14	Psmb8
Rcsd1.1	4.60963247246624e-26	-0.347836026346885	0.053	0.372	8.8892152599039e-22	14	Rcsd1
Klf4.4	4.72763601015215e-26	-0.630450285256191	0.019	0.33	9.11677328197741e-22	14	Klf4
Srsf3.1	4.95164995546161e-26	-0.347667556896847	0.049	0.365	9.54876177411217e-22	14	Srsf3
Manf.1	5.09785670018087e-26	-0.359287376489512	0.083	0.409	9.83070686062878e-22	14	Manf
Lamtor1.1	5.51287690237329e-26	-0.319168669658004	0.027	0.336	1.06310318185367e-21	14	Lamtor1
Ccdc12.1	5.73278266616281e-26	-0.326707783832782	0.042	0.354	1.10550980934284e-21	14	Ccdc12
Os9.1	6.32884643825303e-26	-0.331587172501026	0.053	0.367	1.22045474715271e-21	14	Os9
Tubb5.1	6.92695999190708e-26	-0.337224886813574	0.042	0.36	1.33579496483936e-21	14	Tubb5
Susd3.1	7.0120659451738e-26	-0.343955415123029	0.057	0.376	1.35220679686732e-21	14	Susd3
Snrpb.1	7.15505827091769e-26	-0.320083147218891	0.034	0.344	1.37978143696377e-21	14	Snrpb
Ppfia4.1	7.4007212740529e-26	-0.337740167120952	0.057	0.376	1.42715509048836e-21	14	Ppfia4
Tpst2.1	8.21662674516611e-26	-0.326404327147073	0.053	0.37	1.58449430153783e-21	14	Tpst2
Top1.1	9.20828883961626e-26	-0.377915933049083	0.061	0.38	1.7757264198316e-21	14	Top1
F11r.1	9.34409067507482e-26	-0.335421233795971	0.064	0.388	1.80191444578143e-21	14	F11r
Csf3r.2	9.58273185585589e-26	-0.327349510414339	0.03	0.34	1.84793401108325e-21	14	Csf3r
Cadm1.2	1.10723760211484e-25	-0.351009844800808	0.038	0.351	2.13519699191825e-21	14	Cadm1
Havcr2.1	1.47506721922472e-25	-0.318486460831116	0.023	0.331	2.84451962555294e-21	14	Havcr2
Fermt3.1	1.49128503493525e-25	-0.321299194191149	0.038	0.348	2.87579406136913e-21	14	Fermt3
Ubl3.1	1.67939973522351e-25	-0.339031841513518	0.038	0.346	3.23855444940501e-21	14	Ubl3
Cttnbp2nl.1	1.87168234796753e-25	-0.317562749801814	0.015	0.318	3.60935223982059e-21	14	Cttnbp2nl
Elob.1	2.86489303048544e-25	-0.330308167171373	0.064	0.377	5.52465971998812e-21	14	Elob
Usp2.1	3.00871979260845e-25	-0.337488685950296	0.03	0.336	5.80201524806614e-21	14	Usp2
Eef1g.3	3.0968809762022e-25	-0.330490896916883	0.049	0.359	5.97202527450832e-21	14	Eef1g
Tpm3.1	3.39046970024038e-25	-0.324977278729993	0.045	0.356	6.53818176994355e-21	14	Tpm3
Dock10.1	3.61450975946551e-25	-0.334465303180787	0.049	0.36	6.9702206201533e-21	14	Dock10
Bmp2k.1	3.88757472088175e-25	-0.328496041005078	0.042	0.351	7.49679909174836e-21	14	Bmp2k
Ntpcr.1	3.94721048548223e-25	-0.329546755684832	0.053	0.364	7.61180070020393e-21	14	Ntpcr
Acox3.1	4.05543802398233e-25	-0.388575127716243	0.008	0.307	7.82050668544752e-21	14	Acox3
Sem1.3	4.13152702524233e-25	-0.311440022633731	0.045	0.359	7.96723671547731e-21	14	Sem1
Eif4a2.1	4.71269630864135e-25	-0.318727741628181	0.038	0.343	9.08796356158398e-21	14	Eif4a2
Rpl22l1.4	5.26234592909779e-25	-0.349015467118546	0.045	0.352	1.01479078896722e-20	14	Rpl22l1
Ikzf1.1	5.76409019950085e-25	-0.313917086871526	0.023	0.324	1.11154715407174e-20	14	Ikzf1
Serinc1.1	6.49307536394194e-25	-0.315614641787963	0.049	0.359	1.25212465318256e-20	14	Serinc1
Pcbp1.1	6.50661820561499e-25	-0.322333560290893	0.049	0.358	1.25473625477079e-20	14	Pcbp1
Sdf2l1.1	7.6474762734726e-25	-0.324379094917485	0.023	0.327	1.47473932457646e-20	14	Sdf2l1
Dnajb1.6	8.00387195751784e-25	-0.761517847212271	0.068	0.372	1.54346666828774e-20	14	Dnajb1
Grb2.1	9.08490717333417e-25	-0.312646980903434	0.034	0.335	1.75193349930576e-20	14	Grb2
Ncor1.1	9.57917382664425e-25	-0.31194839136638	0.027	0.327	1.84724788073008e-20	14	Ncor1
Twf2.1	9.5796718171188e-25	-0.313723945903542	0.038	0.341	1.84734391321319e-20	14	Twf2
Tsc22d4.1	1.41411308987028e-24	-0.329475885701238	0.064	0.371	2.72697568250585e-20	14	Tsc22d4
Derl1.1	1.51507904161587e-24	-0.304490567136533	0.034	0.334	2.92167842385203e-20	14	Derl1
Nucb1	1.51613433015364e-24	-0.300806485377882	0.015	0.308	2.92371344226828e-20	14	Nucb1
Tra2a.1	1.52599222210405e-24	-0.324973208828071	0.023	0.32	2.94272340110545e-20	14	Tra2a
Ski.1	1.67878844620758e-24	-0.306790119366824	0.023	0.318	3.23737563966669e-20	14	Ski
Map1lc3b.1	1.8701968011576e-24	-0.316605146293048	0.064	0.373	3.60648751135232e-20	14	Map1lc3b
Hsph1.5	1.96427235346711e-24	-0.559564360735077	0.042	0.347	3.78790280642598e-20	14	Hsph1
Ptpra.1	2.06948726575004e-24	-0.314013030086869	0.038	0.338	3.99079924327238e-20	14	Ptpra
Ppp1r14b.1	2.13323446443221e-24	-0.310103324705524	0.034	0.335	4.11372934121108e-20	14	Ppp1r14b
Aplp2.4	2.17435229996875e-24	-0.357754407531068	0.042	0.349	4.19302097525974e-20	14	Aplp2
Gm2a.1	2.19013108404904e-24	-0.316918691478058	0.034	0.333	4.22344878248017e-20	14	Gm2a
Arsb.1	2.20396833239892e-24	-0.353532228819667	0.042	0.342	4.25013253219808e-20	14	Arsb
AC149090.1.1	2.23503981041871e-24	-0.328038644824438	0.053	0.356	4.31005077041144e-20	14	AC149090.1
Atf4.2	2.5354913765849e-24	-0.332617368096409	0.023	0.318	4.88944157060633e-20	14	Atf4
Rab3il1.1	2.73224574033897e-24	-0.31367128228619	0.049	0.353	5.26886268566967e-20	14	Rab3il1
Rbx1.1	2.78379891579005e-24	-0.313643497005931	0.053	0.353	5.36827782920953e-20	14	Rbx1
Sipa1.1	2.87218090110293e-24	-0.304712311858206	0.038	0.339	5.53871364968689e-20	14	Sipa1
Foxn3.1	3.00079493764567e-24	-0.309182861580308	0.042	0.349	5.78673295775591e-20	14	Foxn3
Itga6.1	3.34148250844454e-24	-0.351541776017013	0.053	0.36	6.44371486928446e-20	14	Itga6
Cd33.1	3.41673419739807e-24	-0.311493852560847	0.023	0.315	6.58883022626243e-20	14	Cd33
Tcf25.1	3.58344589755524e-24	-0.306009812098979	0.027	0.32	6.91031706884552e-20	14	Tcf25
Psmb6.1	4.09568091985791e-24	-0.302544528076889	0.027	0.319	7.89811108585399e-20	14	Psmb6
Atp5f1.1	4.58783534797415e-24	-0.308543565406837	0.064	0.372	8.84718168503335e-20	14	Atp5f1
Retreg1.1	5.06704072713391e-24	-0.30686948136616	0.03	0.323	9.77128133820503e-20	14	Retreg1
Psmb1.1	5.12828186543239e-24	-0.300896422450508	0.038	0.333	9.88937874929981e-20	14	Psmb1
Mat2a.1	5.55380857063664e-24	-0.330536265484151	0.03	0.326	1.07099644476157e-19	14	Mat2a
Park7.1	5.63391187654462e-24	-0.304670297726174	0.034	0.328	1.08644356627287e-19	14	Park7
Anp32a.1	6.17932158024996e-24	-0.300777651350534	0.023	0.314	1.1916203735354e-19	14	Anp32a
Eif4g2.1	6.22848600886758e-24	-0.31477226964539	0.061	0.364	1.20110124195002e-19	14	Eif4g2
Ddrgk1.1	6.41953301496595e-24	-0.296402312373226	0.042	0.342	1.23794274660603e-19	14	Ddrgk1
Icam1.3	7.76686187274586e-24	-0.434108212103621	0.027	0.32	1.49776164354031e-19	14	Icam1
Pld3.2	7.78109384483617e-24	-0.330022515526367	0.038	0.331	1.50050613703821e-19	14	Pld3
Myl12b.4	9.02609060621154e-24	-0.321616437761007	0.08	0.381	1.74059131250183e-19	14	Myl12b
Hint1.2	9.44309954958282e-24	-0.320944187376895	0.08	0.384	1.82100731714155e-19	14	Hint1
Ier2.4	1.03314348326184e-23	-0.622755144710454	0.049	0.344	1.99231389312213e-19	14	Ier2
Emc10.1	1.0463462424248e-23	-0.297935089195479	0.038	0.333	2.01777409389198e-19	14	Emc10
Gm26825.4	1.06295252228621e-23	-0.729855176229653	0.053	0.357	2.04979764397674e-19	14	Gm26825
Pebp1.2	1.2523850027167e-23	-0.322951532172102	0.08	0.378	2.41509923923888e-19	14	Pebp1
Hmgb1.2	1.25609785588476e-23	-0.309298765172643	0.042	0.336	2.42225910528817e-19	14	Hmgb1
Snx17.1	1.409432251701e-23	-0.299039281949065	0.027	0.316	2.7179491541802e-19	14	Snx17
Ddx39b	1.58439944143632e-23	-0.293846765646116	0.03	0.322	3.05535588286579e-19	14	Ddx39b
Tmem14c.1	1.67721477916592e-23	-0.296096054837885	0.034	0.323	3.23434098014355e-19	14	Tmem14c
Ankrd44	1.77065167923052e-23	-0.305499930821117	0.027	0.315	3.41452469822813e-19	14	Ankrd44
Snx18.1	1.84007861675672e-23	-0.309209314250751	0.038	0.328	3.54840760455367e-19	14	Snx18
Gadd45b.4	2.22090962237304e-23	-0.5821943915808	0.034	0.324	4.28280211578417e-19	14	Gadd45b
Arf4.1	2.37456765308296e-23	-0.330678111826486	0.053	0.348	4.57911626220518e-19	14	Arf4
Ccrl2.5	2.5259813125397e-23	-0.631606958407787	0.038	0.329	4.87110236310156e-19	14	Ccrl2
Ubl5.2	2.54404666811961e-23	-0.309644393554174	0.061	0.357	4.90593959480185e-19	14	Ubl5
Sec11c.1	2.69627636785931e-23	-0.30318838074912	0.064	0.365	5.19949934777989e-19	14	Sec11c
Ndufa2.1	2.81884721983782e-23	-0.306499765637888	0.053	0.346	5.43586497873525e-19	14	Ndufa2
Akap13.1	2.83368652221524e-23	-0.31510434367775	0.053	0.347	5.46448108943988e-19	14	Akap13
Atp6ap2.1	2.8842169380231e-23	-0.302382294894084	0.053	0.345	5.56192394328375e-19	14	Atp6ap2
Tra2b.1	3.16015682011687e-23	-0.316291145327424	0.038	0.329	6.09404641191337e-19	14	Tra2b
Nckap1l	3.18595644671557e-23	-0.297243003176546	0.03	0.316	6.1437984118463e-19	14	Nckap1l
Neurl3.3	3.44767264054991e-23	-0.453504200803993	0.027	0.313	6.64849192003645e-19	14	Neurl3
Vcp	3.66785236324003e-23	-0.292054318624815	0.03	0.319	7.07308649727208e-19	14	Vcp
Evl	3.88392836769629e-23	-0.296157735209565	0.03	0.315	7.48976746426553e-19	14	Evl
Psme1.2	4.0644951824319e-23	-0.303767660169427	0.053	0.348	7.83797250980168e-19	14	Psme1
Psma3	4.55555612943733e-23	-0.292785457169043	0.03	0.316	8.78493444000696e-19	14	Psma3
Ndufa6	4.60877767601453e-23	-0.290893113011416	0.027	0.311	8.88756687042642e-19	14	Ndufa6
Ifnar2.1	4.65845321969207e-23	-0.302941704576925	0.045	0.334	8.98336118885418e-19	14	Ifnar2
Ndufa4.3	7.09974278140526e-23	-0.317415926771766	0.083	0.379	1.36911439796619e-18	14	Ndufa4
Tln1.1	7.82068477957895e-23	-0.297687469965501	0.034	0.319	1.508140852894e-18	14	Tln1
Krtcap2.1	8.41480532113304e-23	-0.301514113679083	0.053	0.341	1.62271105812729e-18	14	Krtcap2
Pdgfb.2	1.03231278678317e-22	-0.379039026331807	0.038	0.326	1.99071197803266e-18	14	Pdgfb
Grina.1	1.03388967499312e-22	-0.301664940880024	0.061	0.35	1.99375284925673e-18	14	Grina
Eif3k.1	1.13228989199569e-22	-0.299428227263936	0.057	0.346	2.18350782772448e-18	14	Eif3k
Srsf9.1	1.20673344460571e-22	-0.293251285683198	0.049	0.338	2.32706477457766e-18	14	Srsf9
Cox7a2.2	1.21251143350735e-22	-0.303164464453736	0.053	0.341	2.33820704837558e-18	14	Cox7a2
Dynll1.4	1.25535202019107e-22	-0.328450936137369	0.072	0.364	2.42082083573645e-18	14	Dynll1
Atp1b3.1	1.31472333571762e-22	-0.292850075415455	0.03	0.31	2.53531248059786e-18	14	Atp1b3
Mrpl52.1	1.33119057394562e-22	-0.290332917929659	0.034	0.317	2.56706790279674e-18	14	Mrpl52
Dhrs3.1	1.33968251760503e-22	-0.290491885393161	0.034	0.322	2.58344376694955e-18	14	Dhrs3
Tcirg1	1.46450930694336e-22	-0.288092934486092	0.027	0.307	2.82415974750957e-18	14	Tcirg1
Nedd8	1.49630311123953e-22	-0.293351288880105	0.042	0.324	2.8854709197143e-18	14	Nedd8
Iscu	1.51920329445817e-22	-0.291736548941606	0.049	0.339	2.92963163303314e-18	14	Iscu
Psmd8	1.67358065692328e-22	-0.290587687349863	0.019	0.296	3.22733293881086e-18	14	Psmd8
Mtch1	1.78371810070993e-22	-0.289283873229811	0.027	0.304	3.43972198540903e-18	14	Mtch1
Psmb3	1.88317024593751e-22	-0.275980581718539	0.011	0.284	3.6315055022659e-18	14	Psmb3
Plin2.3	1.94668042477674e-22	-0.369348364362046	0.027	0.306	3.75397853113947e-18	14	Plin2
Fosb.5	1.95993265520768e-22	-0.553499953941796	0.042	0.327	3.77953413230248e-18	14	Fosb
Tspan14	2.0420807717183e-22	-0.283704721499218	0.027	0.305	3.93794856018157e-18	14	Tspan14
Ppp2ca	2.05199316854505e-22	-0.282834094075597	0.03	0.312	3.95706362622228e-18	14	Ppp2ca
Ogfrl1.1	2.1176811606135e-22	-0.318081384666549	0.053	0.337	4.08373635012706e-18	14	Ogfrl1
Tmem234.1	3.06158694551808e-22	-0.293549649871331	0.053	0.336	5.90396426573707e-18	14	Tmem234
Kmt2e	3.30594811783807e-22	-0.291991033711224	0.038	0.32	6.37519035043892e-18	14	Kmt2e
Cd82	4.09878252872894e-22	-0.284884685708429	0.027	0.301	7.90409222840088e-18	14	Cd82
Xist.4	4.13733564904102e-22	-0.809287881301545	0.095	0.384	7.9784380656107e-18	14	Xist
Sept7.2	4.31793773071153e-22	-0.306494737064592	0.038	0.315	8.32671111990412e-18	14	Sept7
Tmem55b	4.46803269162858e-22	-0.283541891071518	0.019	0.291	8.61615424253655e-18	14	Tmem55b
Atp5j.3	4.47014217381769e-22	-0.295503031737082	0.061	0.348	8.62022216799003e-18	14	Atp5j
Prkcd.1	4.82242390247078e-22	-0.300703130607351	0.053	0.334	9.29956225352465e-18	14	Prkcd
Lst1.2	5.30590558876104e-22	-0.317365767921914	0.03	0.305	1.02319083373668e-17	14	Lst1
Lmo2	5.54010009403979e-22	-0.287343434947712	0.042	0.322	1.06835290213463e-17	14	Lmo2
Cox5a	5.86605758189199e-22	-0.281794259769805	0.023	0.294	1.13121054409205e-17	14	Cox5a
Slc16a6.1	6.11151201293889e-22	-0.315848986346383	0.053	0.336	1.17854397657514e-17	14	Slc16a6
